"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
47,3,102771,12,9,1,15,1,5,2,0,0,50,3,1
17,3,221403,3,8,2,9,4,3,2,0,0,18,3,1
39,3,52645,16,10,3,13,5,5,1,0,0,40,3,1
25,3,276310,7,5,1,8,1,5,2,0,0,40,3,1
31,3,134613,9,11,1,5,6,3,1,0,0,43,3,1
44,3,215479,12,9,3,15,2,3,2,0,0,20,3,1
53,3,266529,9,11,1,5,1,5,2,0,0,40,3,2
34,3,265807,16,10,3,4,2,5,2,0,0,45,3,1
45,4,67716,16,10,1,5,1,5,2,0,0,60,3,1
34,3,178951,12,9,1,13,1,5,2,0,0,45,3,1
35,3,241126,13,14,1,13,1,5,2,0,0,40,3,2
36,3,176544,16,10,2,9,2,5,2,0,0,48,3,1
45,3,169180,16,10,3,9,5,5,1,0,0,45,3,1
37,4,282461,16,10,1,5,1,5,2,0,0,60,3,1
53,3,157069,8,12,1,8,1,5,2,0,0,40,3,2
35,3,99357,13,14,1,11,6,5,1,15024,0,50,3,2
38,4,414991,12,9,1,8,1,5,2,0,0,70,4,1
65,4,338316,16,10,1,13,1,5,2,0,0,40,3,1
49,4,59612,1,6,3,6,5,5,2,0,0,70,3,1
24,3,220426,12,9,2,7,2,5,2,0,0,40,3,1
54,3,115912,16,10,1,4,1,5,2,0,0,40,3,1
17,3,27032,1,6,2,13,4,5,1,0,0,12,3,1
19,3,170720,3,8,2,9,4,5,2,0,0,16,3,1
60,3,183162,12,9,3,8,2,5,1,0,0,40,3,1
46,3,192360,10,13,1,5,1,5,2,0,0,35,3,2
26,3,128553,16,10,2,5,4,3,1,0,0,40,3,1
58,3,209423,4,2,1,9,1,5,2,0,0,38,3,1
37,4,121510,12,9,3,5,5,5,2,0,0,55,3,1
41,3,93793,13,14,1,11,1,5,2,0,0,38,3,2
30,3,133602,10,13,3,5,2,5,2,0,0,40,3,1
19,3,391329,16,10,2,2,2,5,1,0,0,30,3,1
48,3,96359,10,13,1,5,1,5,2,0,0,60,2,2
22,3,203894,16,10,2,15,2,5,1,0,0,24,3,1
50,3,196193,13,14,1,11,3,5,2,0,0,60,4,1
25,3,195994,4,2,2,10,2,5,1,0,0,40,3,1
18,3,50879,1,6,2,9,4,5,2,0,0,6,3,1
21,3,186849,12,9,2,7,4,5,2,0,0,40,3,1
47,3,201127,16,10,1,15,1,5,2,0,0,50,3,1
33,3,110998,12,9,2,9,3,1,1,0,0,36,3,1
39,3,190466,12,9,3,4,4,5,2,2174,0,40,3,1
67,4,173935,10,13,1,5,1,5,2,0,0,8,3,2
19,3,167140,16,10,2,9,4,5,2,0,1602,24,3,1
18,3,110230,1,6,2,9,4,5,2,0,0,11,3,1
36,3,287658,12,9,2,2,4,3,2,0,0,40,3,1
23,3,224954,16,10,2,8,4,5,2,0,0,25,3,1
40,3,37618,16,10,1,4,1,5,2,0,0,40,4,1
73,4,29306,12,9,1,6,1,5,2,0,0,40,3,1
35,3,37314,16,10,1,4,1,5,2,5013,0,40,3,1
31,3,420749,8,12,1,4,1,5,2,0,0,40,3,2
20,3,482732,1,6,2,8,2,5,2,0,0,40,3,1
20,3,206215,12,9,2,2,4,5,1,0,0,40,3,1
27,3,101364,12,9,1,7,1,5,2,0,0,40,3,1
66,4,185369,1,6,1,13,1,5,2,0,0,30,3,1
66,3,216856,13,14,1,13,1,5,2,0,0,50,3,1
64,3,256019,13,14,2,11,2,5,1,0,0,35,3,1
48,3,348144,16,10,3,15,2,5,2,3325,0,53,3,1
24,3,190293,10,13,2,11,2,5,1,0,0,40,3,1
51,4,25932,12,9,1,6,1,5,2,0,0,60,3,1
25,3,176729,10,13,1,4,1,5,2,0,0,60,3,2
33,3,166961,2,7,3,13,4,5,1,0,0,20,3,1
50,3,86373,12,9,1,8,1,5,2,0,0,50,3,1
51,3,320513,6,4,1,4,2,3,2,0,0,50,3,1
34,5,190290,10,13,1,11,1,5,2,0,0,38,3,2
41,5,111891,6,4,2,9,5,3,1,0,0,40,3,1
30,4,45796,16,10,1,8,1,5,2,0,0,40,3,1
59,3,108496,16,10,3,4,2,5,2,2907,0,40,3,1
41,4,120539,16,10,1,8,1,5,2,3103,0,40,3,2
36,4,164526,13,14,2,13,2,5,2,10520,0,45,3,2
37,3,323155,4,2,1,6,1,5,2,0,0,85,3,1
28,3,65389,12,9,2,9,2,1,2,0,0,30,3,1
19,3,414871,12,9,2,4,4,5,2,0,0,40,3,1
28,3,161607,16,10,1,15,1,5,2,0,0,45,3,1
62,3,224953,1,6,1,8,1,3,2,0,0,40,3,1
36,3,261382,13,14,1,13,1,5,2,15024,0,45,3,2
58,4,231818,1,6,2,4,2,5,2,0,0,40,2,1
42,4,184018,12,9,3,13,5,5,2,1151,0,50,3,1
43,4,133060,12,9,1,4,1,5,2,0,0,40,3,1
29,3,35032,12,9,1,4,1,5,2,0,0,40,3,1
32,5,304212,12,9,2,5,2,5,2,0,0,50,3,1
64,5,50442,7,5,2,2,3,5,2,0,0,40,3,1
39,3,146091,10,13,1,11,6,5,1,0,0,20,3,2
26,3,267431,10,13,2,13,4,3,1,0,0,20,3,1
19,3,121240,12,9,2,9,2,5,2,0,0,30,3,1
21,3,192572,12,9,2,2,4,5,1,0,0,45,3,1
32,3,211028,16,10,2,2,2,5,1,0,0,40,3,1
30,5,346122,8,12,1,12,1,5,2,5013,0,45,3,1
26,3,202203,10,13,2,2,3,5,1,0,0,50,3,1
20,3,159297,16,10,2,2,4,2,1,0,0,15,3,1
19,3,310158,16,10,2,15,4,5,2,0,0,30,3,1
33,2,193246,10,13,1,2,1,5,2,0,0,42,3,2
23,3,200089,16,10,1,4,3,5,2,0,0,40,3,1
29,3,38353,12,9,1,4,1,5,2,0,0,45,3,1
42,3,76280,12,9,1,5,6,5,1,0,0,40,3,1
30,4,243665,12,9,1,13,1,5,2,0,0,50,3,1
63,3,68872,12,9,1,15,6,2,1,0,0,20,3,1
34,3,103596,12,9,1,7,1,5,2,0,0,40,3,1
60,4,88055,16,10,1,4,1,5,2,0,0,24,3,1
48,3,186203,12,9,1,9,1,5,2,0,0,50,3,1
25,3,257910,10,13,2,5,2,5,2,0,0,50,3,1
27,3,200227,9,11,1,2,6,3,1,0,0,40,3,1
55,4,124975,12,9,3,4,5,5,2,27828,0,55,3,2
32,3,227669,16,10,2,8,4,3,1,0,0,40,3,1
22,3,117210,16,10,2,2,4,5,2,0,0,25,2,1
25,3,76144,12,9,2,5,2,5,2,0,0,50,3,1
18,3,98667,2,7,2,9,4,5,1,0,0,16,3,1
24,5,155818,16,10,1,2,6,5,1,0,0,44,3,1
29,3,283760,10,13,2,5,2,5,1,0,0,40,3,1
39,3,186183,12,9,1,4,1,5,2,0,0,40,3,2
33,4,202153,13,14,1,4,1,5,2,0,0,40,3,1
57,3,365683,12,9,3,8,2,5,1,0,0,40,3,2
22,3,187538,1,6,3,9,5,5,1,0,0,40,3,1
33,3,126950,12,9,1,15,1,5,2,0,0,60,3,1
42,3,110028,12,9,1,4,1,5,2,0,0,40,3,1
43,3,104660,10,13,3,11,5,5,2,0,0,45,3,1
57,4,437281,16,10,1,14,1,5,2,0,0,38,3,2
42,3,259643,13,14,3,11,2,5,2,4650,0,40,3,1
22,3,217961,16,10,2,15,4,5,2,0,1719,30,3,1
42,4,120539,10,13,1,13,1,5,2,0,0,50,3,2
39,3,25803,16,10,1,13,1,5,2,0,0,55,3,1
41,3,63596,16,10,1,11,6,5,1,0,0,32,3,2
20,5,325493,12,9,2,7,4,3,2,0,0,40,3,1
47,3,211239,16,10,1,4,1,5,2,0,0,40,3,1
44,3,206686,16,10,3,2,5,5,1,0,0,40,3,1
29,3,427965,10,13,2,2,2,3,1,0,0,40,3,1
52,3,218550,16,10,1,2,2,5,1,14084,0,16,3,2
71,3,163385,16,10,3,13,2,5,2,0,0,35,3,2
52,3,124993,12,9,2,4,4,5,2,0,0,55,3,1
36,3,107410,12,9,1,13,1,5,2,0,0,40,3,1
53,3,152373,16,10,3,4,2,5,2,0,0,48,3,2
37,3,161226,12,9,1,9,6,5,1,0,0,30,3,2
26,3,213799,1,6,2,7,2,5,2,0,0,40,3,1
34,3,204461,10,13,1,11,1,5,2,0,0,55,3,2
35,3,377798,10,13,2,11,2,5,2,0,0,50,3,2
20,3,116375,7,5,2,13,4,5,1,0,0,40,3,1
34,5,210164,16,10,1,4,1,5,2,0,1740,40,3,1
56,4,258752,10,13,1,5,1,5,2,0,0,60,3,1
39,3,327435,10,13,1,11,6,5,1,0,0,36,3,2
24,3,301199,16,10,2,14,4,5,1,0,0,20,3,1
24,3,186221,2,7,3,13,5,5,1,0,0,35,3,1
23,3,203924,10,13,2,11,2,5,2,0,0,50,3,1
27,3,192236,10,13,2,11,2,5,2,0,0,45,3,1
25,3,152035,12,9,2,2,5,5,1,0,0,40,3,1
29,3,201454,16,10,2,2,2,5,1,0,0,40,3,1
42,3,156580,16,10,1,8,6,5,1,0,0,37,3,2
51,3,115851,12,9,1,4,1,5,2,0,0,40,3,1
31,3,106753,9,11,1,4,1,5,2,0,1740,40,3,1
59,3,359292,4,2,1,8,1,5,2,0,0,40,3,1
29,3,83003,12,9,1,9,6,5,1,0,0,40,3,1
18,3,78817,12,9,2,2,4,5,1,0,0,20,3,1
24,3,200967,12,9,1,4,6,5,1,0,0,36,3,1
38,5,107164,16,10,3,5,4,5,2,0,0,40,3,1
36,3,189674,12,9,2,10,5,3,1,0,0,28,4,1
34,4,90614,12,9,3,5,2,5,2,0,0,50,3,1
42,4,323790,10,13,1,5,1,5,2,0,1977,70,3,2
45,4,242552,3,8,3,4,3,3,2,0,0,35,3,1
21,3,90935,9,11,2,15,4,5,2,0,0,40,3,1
64,4,165667,11,16,1,11,1,5,2,7688,0,60,3,2
32,3,162604,12,9,2,8,3,3,2,0,0,40,3,1
45,3,205424,10,13,2,11,2,5,2,0,0,40,3,2
53,3,97411,5,3,1,8,1,2,2,0,0,40,1,1
42,3,184857,12,9,1,4,1,5,2,0,0,16,3,1
32,3,165226,12,9,3,9,2,5,1,0,0,40,3,1
49,3,115784,12,9,1,8,1,5,2,0,0,40,3,1
62,3,368476,5,3,1,6,1,5,2,0,0,24,3,1
28,3,53063,10,13,1,5,1,5,2,0,0,45,3,1
32,3,153471,12,9,2,6,2,5,2,0,0,35,3,1
37,4,107164,1,6,2,15,2,5,2,0,2559,50,3,2
38,3,180303,10,13,1,5,1,2,2,0,0,50,1,2
44,5,236321,12,9,3,15,4,5,2,0,0,25,3,1
19,3,141868,12,9,2,15,4,5,2,0,0,40,3,1
24,3,203518,10,13,2,11,2,5,1,0,0,40,3,1
58,3,119558,12,9,1,5,1,5,2,0,0,50,3,2
56,3,108276,10,13,3,9,2,5,1,0,0,40,3,1
37,3,385452,1,6,3,4,5,5,1,0,0,40,3,1
43,3,162003,16,10,3,8,2,5,2,0,0,40,3,1
32,3,349028,12,9,1,4,1,5,2,0,0,40,3,1
34,3,45114,10,13,2,13,4,3,1,0,0,40,3,1
44,3,112797,7,5,3,9,4,5,1,0,0,50,3,1
28,3,183639,12,9,2,7,5,5,2,0,0,40,3,1
35,3,177121,12,9,3,9,2,5,1,0,0,35,3,1
38,3,239755,12,9,1,8,1,5,2,0,0,40,3,1
26,3,150361,16,10,2,14,4,5,1,0,0,40,3,1
20,3,293091,2,7,2,15,4,5,2,0,0,60,3,1
24,3,200089,12,9,1,4,1,5,2,0,0,60,3,2
40,3,91836,12,9,3,4,2,5,2,0,0,45,3,1
23,3,324960,12,9,2,4,3,5,2,0,0,40,3,1
79,5,84616,2,7,1,5,1,5,2,0,0,7,3,1
44,3,252930,1,6,3,2,5,4,1,0,0,42,3,1
51,3,44000,13,14,1,11,6,5,1,99999,0,50,3,2
30,3,154843,12,9,1,8,1,5,2,0,0,40,3,1
52,3,99307,8,12,1,13,1,5,2,3103,0,48,3,2
41,3,182567,10,13,1,5,1,5,2,0,0,40,4,2
33,3,93206,5,3,1,6,1,2,2,0,0,40,1,1
50,3,100109,10,13,3,5,5,5,2,0,0,45,3,2
51,3,114927,9,11,1,14,1,5,2,7298,0,40,3,2
41,3,121287,12,9,2,8,2,5,2,0,0,40,3,1
35,3,189916,10,13,1,13,6,5,1,0,0,30,3,2
34,3,157747,16,10,1,5,1,5,2,7298,0,40,3,2
28,3,39232,10,13,2,11,2,5,2,0,0,45,3,1
31,4,133861,9,11,3,13,2,5,2,0,0,40,3,1
22,3,505980,12,9,2,7,4,5,2,0,0,40,3,1
65,3,193216,12,9,1,13,1,5,2,9386,0,40,3,2
39,4,140752,12,9,1,13,1,5,2,0,0,50,3,2
23,3,549349,16,10,2,14,4,5,2,0,0,40,3,1
29,4,179008,8,12,1,13,1,5,2,0,0,50,3,1
57,4,190554,1,6,3,5,4,5,2,0,0,60,3,2
47,3,80924,16,10,3,9,2,5,1,0,0,35,3,1
51,5,319054,12,9,1,15,1,3,2,0,0,60,3,1
34,3,297094,12,9,1,7,1,3,2,0,0,40,3,1
52,3,170562,12,9,1,5,1,5,2,0,0,60,3,2
29,3,240738,12,9,1,11,1,5,2,0,0,40,3,2
29,3,297544,12,9,1,4,1,5,2,0,0,40,3,1
25,5,169905,16,10,1,6,1,5,2,0,0,40,3,1
21,3,149637,16,10,2,9,2,5,1,0,0,40,3,1
38,3,182526,10,13,1,11,2,5,1,0,0,40,3,1
55,4,158315,12,9,1,13,1,5,2,0,0,50,3,2
61,4,227232,10,13,3,13,2,5,1,0,0,30,3,1
34,3,96483,8,12,2,2,2,2,1,8614,0,60,3,2
41,3,286970,10,13,1,2,1,5,2,0,0,40,3,1
27,5,223529,9,11,2,2,4,5,2,0,0,43,3,1
78,4,316261,10,13,2,5,2,5,2,99999,0,20,3,2
40,3,170214,12,9,1,15,1,5,2,0,0,40,3,2
26,4,224361,6,4,1,15,1,5,2,0,0,75,3,1
43,3,124919,12,9,1,9,1,2,2,0,0,60,1,1
25,3,306352,9,11,1,14,1,5,2,0,0,40,3,1
26,4,227858,16,10,2,9,2,5,1,0,0,48,3,1
43,4,150533,12,9,1,13,1,5,2,0,0,68,3,2
25,3,144478,16,10,2,9,4,5,2,0,0,40,2,1
22,3,254547,16,10,2,2,3,3,1,0,0,30,3,1
52,4,313243,12,9,1,4,1,5,2,0,0,55,3,2
61,3,149981,12,9,1,2,6,5,1,2414,0,5,3,1
42,3,125461,10,13,2,13,5,5,2,0,0,40,3,1
21,3,306967,9,11,2,2,2,5,1,0,0,40,3,1
44,3,192976,12,9,1,15,1,1,2,0,0,40,3,1
65,3,192133,12,9,1,4,1,5,2,2290,0,40,2,1
33,2,339388,8,12,3,9,5,5,2,0,0,40,3,1
22,3,203240,1,6,2,2,2,5,1,0,0,40,3,1
43,3,83827,12,9,3,8,2,5,1,0,0,24,3,1
45,4,160440,12,9,3,5,2,5,2,0,0,42,3,1
42,3,108502,12,9,3,13,2,5,1,0,0,42,3,1
37,3,410913,12,9,1,6,5,4,2,0,0,40,3,1
56,3,193818,7,5,3,4,2,5,2,0,0,40,3,1
40,3,103789,8,12,3,2,5,3,1,0,0,32,3,1
31,3,34572,10,13,1,13,1,5,2,0,0,55,3,1
26,3,43408,10,13,1,11,1,5,2,0,0,40,3,1
26,5,105787,10,13,2,11,4,5,2,0,0,40,3,1
42,4,90693,10,13,1,5,1,5,2,0,0,70,3,1
45,4,285575,12,9,1,5,1,2,2,0,0,40,1,1
47,5,56482,16,10,1,11,1,3,2,7688,0,50,3,2
22,3,496025,16,10,1,8,1,5,2,0,0,40,3,1
33,3,382764,10,13,2,5,4,5,2,0,0,40,3,1
37,3,259284,12,9,2,15,2,3,2,0,0,50,3,1
48,4,185385,12,9,1,6,1,5,2,0,0,98,3,1
57,4,286836,1,6,1,4,1,5,2,0,0,8,3,1
47,3,139145,16,10,3,2,2,5,1,0,0,60,3,1
58,5,44246,7,5,1,15,1,5,2,0,0,40,3,1
55,3,169611,2,7,3,2,5,5,1,0,0,40,3,1
52,3,133403,16,10,1,4,1,5,2,0,0,55,3,1
29,3,187327,10,13,2,11,2,5,2,0,0,40,3,1
42,3,180032,13,14,2,11,2,5,1,0,0,40,3,1
23,3,46561,12,9,3,4,2,5,2,0,0,60,3,1
23,3,86065,3,8,2,9,2,5,1,0,0,30,3,1
46,4,256014,9,11,1,5,1,5,2,0,0,60,3,1
30,3,188403,16,10,2,8,2,5,2,0,0,40,3,1
43,4,396758,10,13,1,11,6,5,1,0,1887,70,3,2
25,3,60485,16,10,2,2,4,5,1,0,0,30,3,1
32,3,271276,12,9,1,15,1,5,2,0,0,80,3,2
56,3,229525,7,5,1,15,1,3,2,0,0,40,3,1
33,3,34574,12,9,1,15,1,5,2,0,0,43,3,1
19,5,112432,16,10,2,2,4,5,2,0,0,10,3,1
20,3,105312,16,10,2,13,4,5,1,0,0,18,3,1
34,3,221396,16,10,1,2,1,5,2,0,0,40,3,1
34,3,304872,7,5,3,9,5,5,1,0,0,40,3,1
55,4,319733,12,9,1,4,1,5,2,0,0,40,3,1
55,3,176012,7,5,1,14,6,5,1,0,0,23,3,1
31,3,213750,16,10,2,13,2,5,2,0,0,45,3,1
30,3,248384,12,9,3,9,5,5,1,0,0,40,3,1
31,3,351187,12,9,3,9,5,5,2,0,0,40,3,1
51,3,138179,12,9,3,8,2,5,2,0,1876,40,3,1
59,3,50223,12,9,1,4,1,5,2,0,0,40,3,1
58,3,117477,12,9,3,2,5,3,1,0,0,36,3,1
40,3,194360,7,5,1,7,1,5,2,0,0,40,3,1
54,3,118108,12,9,1,4,1,3,2,0,0,40,3,1
25,5,90730,10,13,1,11,1,5,2,0,1977,40,3,2
18,4,38307,2,7,2,6,4,5,2,0,0,30,3,1
41,3,116391,16,10,1,4,1,5,2,0,0,40,3,1
57,3,210496,1,6,3,9,5,5,1,0,0,40,3,1
37,3,168475,12,9,1,5,1,5,2,0,0,40,3,2
46,3,174386,12,9,2,9,5,5,1,0,0,24,3,1
39,3,166744,12,9,2,9,4,5,1,0,0,38,3,1
19,3,375114,12,9,2,4,2,5,1,0,0,40,3,1
41,3,373469,8,12,1,8,1,5,2,0,0,40,3,1
54,3,339667,12,9,2,2,2,5,2,0,0,41,3,1
39,3,91711,13,14,1,5,1,5,2,0,0,40,3,2
41,3,82049,12,9,1,4,1,5,2,0,0,40,3,2
26,3,236242,15,15,2,11,2,5,1,0,0,30,3,1
57,4,140319,12,9,1,2,1,5,2,0,0,50,3,1
33,5,34080,16,10,1,12,1,5,2,0,0,40,3,2
56,3,204816,16,10,1,5,1,5,2,0,0,40,3,2
60,3,187124,12,9,1,8,1,5,2,0,0,40,3,1
22,3,72310,12,9,2,15,2,5,2,0,0,70,3,1
58,3,175127,3,8,1,15,3,5,2,0,0,40,3,1
48,2,205707,13,14,1,5,2,5,1,10520,0,50,3,2
45,5,236586,13,14,1,11,1,5,2,7688,0,55,3,2
18,3,71792,12,9,2,13,4,2,1,0,0,40,3,1
56,3,87584,12,9,3,9,5,5,1,0,0,40,3,1
48,4,136878,12,9,1,4,1,5,2,0,0,60,3,2
40,3,287983,10,13,2,14,2,2,1,0,2258,48,1,1
38,3,110607,12,9,3,9,2,5,2,0,0,32,3,1
58,3,109015,16,10,3,2,5,5,1,0,0,40,3,1
23,3,235071,16,10,2,5,4,5,2,0,0,50,3,1
63,3,88653,16,10,1,11,1,5,2,0,0,40,4,1
51,3,332243,10,13,3,11,2,5,2,0,0,45,3,1
44,3,45093,12,9,1,6,1,5,2,0,0,70,3,1
46,2,161337,16,10,3,14,2,5,2,0,0,40,3,1
64,5,211222,10,13,1,2,1,5,2,0,0,40,3,1
32,3,295117,10,13,1,5,1,3,2,0,0,40,2,2
31,3,206541,16,10,1,2,1,5,2,0,0,40,3,1
36,3,238415,9,11,1,13,1,5,2,0,0,50,3,2
21,3,29810,12,9,2,9,2,5,1,0,0,50,3,1
30,3,108023,16,10,1,4,1,5,2,0,0,40,3,1
31,3,114324,9,11,2,9,2,3,1,0,0,40,3,1
54,3,172281,12,9,1,15,1,5,2,0,2051,50,3,1
59,5,197290,7,5,1,9,1,5,2,0,0,40,3,1
28,5,191177,13,14,1,11,6,5,1,0,0,20,3,2
57,3,562558,12,9,3,2,5,5,1,0,0,40,3,1
44,3,79531,12,9,1,4,1,5,2,0,0,45,3,1
53,4,157881,16,10,3,5,2,5,2,0,0,60,3,1
58,4,204816,16,10,1,5,1,5,2,0,0,60,3,2
19,3,185695,16,10,2,9,4,5,1,0,0,20,3,1
39,4,167482,8,12,1,5,1,5,2,0,0,50,3,2
31,4,83748,16,10,1,5,6,2,1,0,0,70,4,1
27,3,39232,12,9,1,4,1,5,2,0,0,40,3,1
46,5,236827,7,5,3,9,5,3,1,0,0,40,3,1
37,4,154410,13,14,2,5,2,5,2,0,0,40,3,1
27,3,135308,10,13,2,13,2,3,1,0,0,40,3,1
33,3,204042,16,10,2,15,2,5,2,0,0,55,3,1
20,3,308239,16,10,2,9,4,5,2,0,0,16,3,1
55,3,183884,12,9,3,4,2,5,2,0,0,45,3,1
39,3,98948,8,12,2,13,2,5,1,0,0,40,3,1
41,3,141642,12,9,2,9,2,5,1,0,0,40,3,1
30,3,162623,10,13,2,11,2,5,1,0,0,40,3,1
39,4,186934,10,13,1,13,2,5,2,0,0,40,3,1
28,3,179512,12,9,3,5,5,5,1,0,0,50,3,1
25,3,391192,16,10,2,13,4,5,2,0,0,24,3,1
31,3,87054,12,9,1,4,1,5,2,0,0,50,3,1
51,3,30008,12,9,1,15,1,5,2,0,0,60,3,1
24,3,113466,10,13,2,2,4,5,2,0,0,40,3,1
70,3,642830,12,9,3,12,2,5,1,0,0,32,3,1
23,3,182117,16,10,2,2,4,5,2,0,0,40,3,1
61,3,162432,12,9,3,5,2,5,1,0,0,40,3,1
45,4,242184,6,4,1,5,1,5,2,0,0,55,3,2
47,3,170850,12,9,1,7,1,5,2,4064,0,60,3,1
56,3,435022,16,10,3,9,2,5,1,0,0,50,3,1
79,3,120707,11,16,1,11,1,5,2,20051,0,35,3,2
20,3,170800,16,10,2,2,4,5,1,0,0,15,3,1
30,3,268575,12,9,2,4,5,2,2,0,0,40,1,1
27,3,269354,10,13,1,13,1,5,2,0,0,25,4,1
40,3,224232,10,13,1,13,1,5,2,0,0,40,3,2
58,3,177368,12,9,1,4,1,5,2,0,0,40,3,2
71,4,163293,15,15,1,6,1,5,2,0,0,2,3,1
50,3,178530,15,15,1,11,1,5,2,0,0,60,3,2
29,5,183523,16,10,2,5,2,5,2,0,0,40,1,1
33,3,207267,1,6,3,9,5,5,1,3418,0,35,3,1
60,5,27037,12,9,1,12,1,1,2,0,0,40,3,2
33,3,176711,8,12,2,2,2,5,2,0,0,50,3,1
43,3,163215,10,13,1,9,6,5,1,0,0,35,4,2
33,3,394727,1,6,2,7,5,3,2,0,0,40,3,1
33,3,195488,12,9,1,2,6,5,1,0,0,52,3,1
32,5,443546,12,9,1,12,1,5,2,0,0,45,3,1
21,3,121023,16,10,2,9,4,5,1,0,0,9,3,1
38,3,51838,12,9,1,11,6,5,1,0,0,40,3,1
38,3,258888,16,10,1,2,6,5,1,0,0,35,3,2
39,5,189385,16,10,3,5,5,3,1,0,0,30,3,1
17,3,198146,2,7,2,13,4,5,1,0,0,15,3,1
21,3,337766,16,10,1,2,1,5,2,0,0,40,3,1
42,3,210525,16,10,1,14,1,5,2,0,0,20,3,2
42,3,185602,12,9,1,5,6,5,1,0,0,40,3,2
36,3,173804,2,7,3,9,2,5,1,0,0,40,3,1
32,3,251243,16,10,3,5,2,5,1,0,0,50,3,2
37,4,415847,10,13,1,11,1,5,2,0,0,40,3,2
28,3,119793,10,13,2,13,2,5,2,0,0,40,3,1
37,3,181705,9,11,1,4,1,5,2,0,0,40,3,1
50,3,182360,12,9,3,11,5,4,1,0,0,60,3,1
49,3,61885,2,7,1,4,1,5,2,0,0,40,3,1
40,3,146520,13,14,1,5,1,5,2,0,0,40,3,2
40,3,323790,16,10,1,9,1,5,2,0,0,40,3,1
49,3,146268,16,10,1,4,1,5,2,0,0,40,3,1
35,2,287031,13,14,2,5,2,5,2,8614,0,40,3,2
33,5,292217,12,9,3,12,5,5,2,0,0,40,3,1
24,3,88126,12,9,2,4,2,5,2,0,0,40,3,1
41,3,143046,13,14,2,2,2,5,1,0,0,40,3,1
43,3,401623,16,10,1,14,1,3,2,0,0,40,3,2
36,4,283122,12,9,1,6,1,5,2,0,1902,60,3,2
84,4,155057,10,13,1,6,1,5,2,0,0,20,3,1
23,3,260254,12,9,2,13,4,5,2,0,0,40,3,1
41,3,152292,10,13,1,11,1,5,2,0,0,50,3,2
55,4,138594,12,9,1,5,1,5,2,0,1977,45,3,2
30,4,523095,16,10,2,4,2,5,2,0,0,45,3,1
46,3,175262,8,12,1,2,1,2,2,0,0,40,1,1
55,3,323706,16,10,1,5,1,5,2,0,1902,40,3,2
34,3,316470,16,10,2,2,2,5,2,0,0,40,3,1
54,4,163815,13,14,3,13,2,5,2,0,0,60,3,1
27,3,72208,16,10,2,2,4,3,2,0,0,40,3,1
52,5,74784,13,14,1,11,6,5,1,0,0,40,3,2
36,3,383518,16,10,1,2,6,3,1,99999,0,40,3,2
25,4,266668,12,9,2,11,2,5,2,0,0,40,3,1
52,3,347519,10,13,1,5,1,5,2,0,0,55,3,2
24,3,336088,12,9,3,5,2,1,1,0,0,50,3,1
36,3,190350,12,9,2,2,2,3,1,0,0,40,3,1
31,3,204052,12,9,1,7,1,5,2,0,0,40,3,1
90,4,155981,10,13,1,11,1,5,2,10566,0,50,3,1
67,3,195161,13,14,1,11,1,5,2,20051,0,60,3,2
22,4,269583,6,4,1,4,1,5,2,2580,0,40,3,1
47,3,26994,16,10,3,2,2,5,1,0,0,35,3,1
32,3,116539,10,13,1,5,1,5,2,0,1887,55,3,2
55,4,189933,6,4,1,6,1,5,2,0,0,50,3,1
32,3,101283,12,9,2,7,2,5,1,0,0,35,3,1
48,3,113598,16,10,3,2,3,3,1,0,0,40,3,1
21,3,188793,12,9,1,13,1,4,2,0,0,35,3,1
33,3,109996,8,12,1,11,4,5,1,0,0,40,3,1
27,3,195681,16,10,2,11,2,5,1,0,0,48,4,1
47,3,436770,9,11,2,11,2,5,1,0,0,40,3,1
18,3,84253,2,7,2,9,4,5,1,0,0,24,3,1
44,4,383493,12,9,1,4,1,5,2,0,0,60,3,2
23,3,216867,16,10,2,4,4,5,2,0,0,37,3,1
18,3,401051,1,6,2,13,4,5,1,0,0,35,3,1
56,3,83196,12,9,1,5,1,5,2,0,0,50,3,1
24,3,325596,10,13,2,2,4,5,2,0,0,35,3,1
43,3,187322,10,13,1,4,1,5,2,0,0,40,3,2
23,3,193949,10,13,2,13,4,5,1,0,0,60,3,1
26,3,133373,16,10,2,13,4,5,2,0,0,42,3,1
42,3,113324,12,9,3,13,5,5,2,0,0,40,3,1
23,3,178818,12,9,2,2,2,5,1,0,0,40,3,1
53,4,152810,1,6,1,4,1,5,2,0,0,40,3,1
51,3,335997,12,9,1,5,1,5,2,4386,0,55,3,2
40,3,436493,12,9,2,9,4,5,2,0,0,25,3,1
27,3,704108,10,13,2,11,2,5,2,0,0,50,3,1
24,5,150084,16,10,3,12,2,5,2,0,0,60,3,1
42,3,341204,12,9,3,4,3,5,1,0,0,40,3,1
41,3,187336,12,9,3,2,5,5,1,0,0,40,3,1
23,3,204209,16,10,2,7,4,5,2,0,0,10,3,1
42,4,206066,13,14,1,11,1,5,2,0,0,65,3,1
38,3,63509,12,9,1,4,1,5,2,0,0,40,3,2
63,4,391121,6,4,1,6,1,5,2,0,0,30,3,1
31,3,56026,12,9,1,4,1,5,2,0,0,40,3,1
18,4,60981,2,7,2,9,4,5,1,0,0,4,3,1
